Country,ISO Code,url,GDP,Population,Population growth rate,Exports,Current account balance,Imports,Mean Elevation (m),Coastline (km),Irrigated Land (sq km),Total area,Age structure - 0-14 years Rate,Age structure - 15-64 years Rate,Age structure - 65 years and over Rate,Total dependency ratio,Youth dependency ratio,Elderly dependency ratio,Potential support ratio,Median age,Median age - male,Median age - female,Birth rate/1000 people,Death rate/1000 people,Net migration rate/1000 people,Urban Population ratio,Urban population growth rate,Sex ratio at birth(male/female),Sex ratio 0-14 years(male/female),Sex ratio 15-64 years(male/female),Sex ratio 65 years and over(male/female),Sex ratio - total population(male/female),Mother's mean age at first birth,"Maternal mortality ratio (deaths/100,000 live births)",Infant mortality rate (per 1000 live births),Infant mortality rate - male,Infant mortality rate - female,Life expectancy at birth (years),Life expectancy at birth - male,Life expectancy at birth - female,Fertility rate (children born/women),Gross reproduction rate,Contraceptive prevalence rate,Improved Drinking Access Urban,Improved Drinking Access Rural,Improved Drinking Access Total,Unimproved Drinking Access Urban,Unimproved Drinking Access Rural,Unimproved Drinking Access Total,Current health expenditure (% of GDP),Physicians density (per 1000 people),Hospital bed density (beds per 1000 people),Improved Sanitation Access Urban,Improved Sanitation Access Rural,Improved Sanitation Access Total,Unimproved Sanitation Access Urban,Unimproved Sanitation Access Rural,Unimproved Sanitation Access Total,Obesity - adult prevalence rate,Alcohol consumption per capita (liters of pure alcohol),Alcohol consumption per capita - beer (liters of pure alcohol),Alcohol consumption per capita - wind (liters of pure alcohol),Alcohol consumption per capita - spirits (liters of pure alcohol),Alcohol consumption per capita - other alcohols (liters of pure alcohol),Tobacco use rate,Tobacco use rate - male,Tobacco use rate - female,Children under 5 years underweight rate,Married women (ages 15-49) rate,Women married by age 15 rate,Women married by age 18 rate,Education expenditures (% of GDP),Literacy rate,Literacy rate - male,Literacy rate - female,School life expectancy,School life expectancy - male,School life expectancy - female,Youth unemployment rate (ages 15-24),Youth unemployment rate (ages 15-24) - male,Youth unemployment rate (ages 15-24) - female,Forest land (% of land area),Agricultural land (% of land area),Other land (% of land area),Revenue from forest resources (% of GDP),Revenue from coal (% of GDP),Particulate matter emissions (micrograms per cubic meter),Carbon dioxide emissions (megatons),Methane emissions (megatons),Annual municipal solid waste (tons),Municipal water withdrawal (cubic meters),Industrial water withdrawal (cubic meters),Agricultural water withdrawal (cubic meters),Renewable water resources (cubic meters),GDP growth rate,GDP per capita growth rate,GDP (official exchange rate),Inflation rate,GDP by sector agriculture composition,GDP by sector industry composition,GDP by sector services composition,GDP by end use household composition,GDP by end use government composition,GDP by end use fixed capital investment composition,GDP by end use inventories investment composition,GDP by end use exports composition,GDP by end use - imports composition,Industrial production growth rate,Labor force,Agriculture labor force,Industry labor force,Services labor force,Unemployment rate,Population below poverty line,Gini Index coefficient,Household income(Lowest 10%) by percentage share,Household income(Highest 10%) by percentage share,Revenues,Expenditures,Budget Balance (% of GDP),Public debt (% of GDP),Taxes and other revenues (% of GDP),Current account balance (% of GDP),Currency and gold reserves,External debt,Exchange rates to USD,Electricity access rate,Electricity access rate - rural,Electricity access rate - urban,Electricity installed capacity (kW),Electricity consumption (kWh),Electricity exports (kWh),Electricity imports (kWh),Electricity transmission losses (kWh),Electricity fossil fuel generation (% of total capacity),Electricity nuclear generation (% of total capacity),Electricity hydro generation (% of total capacity),Electricity wind generation (% of total capacity),Electricity solar generation (% of total capacity),Electricity geothermal generation (% of total capacity),Electricity tide and wave generation,Electricity biomass and waste generation (% of total capacity),Coal production (metric tons),Coal consumption (metric tons),Coal exports (metric tons),Coal imports (metric tons),Coal reserves (metric tons),Petroleum production (bbl/day),Petroleum consumption (bbl/day),Petroleum exports (bbl/day),Petroleum imports (bbl/day),Refined petroleum products production (bbl/day),Refined petroleum products exports (bbl/day),Refined petroleum products imports (bbl/day),Natural gas production (cubic meters),Natural gas consumption (cubic meters),Natural gas exports (cubic meters),Natural gas imports (cubic meters),Natural gas reserves (cubic meters),Energy: Carbon dioxide emissions (metric tonnes),Coal emissions (metric tonnes),Petroleum emissions (metric tonnes),Gas emissions (metric tonnes),Energy consumption per capita (Btu/preson),Telephone fixed line subscriptions (per 100 people),Telephone mobile subscriptions (per 100 people),Internet users/total population,Broadband fixed subscriptions (per 100 people),Registered air carriers,Inventory of registered aircraft,Annual passenger traffic on air carriers,Annual freight traffic on air carriers (mt-km),Airports,Airports with paved runways,Airports with unpaved runways,Heliports,Total Roadways (km),Paved Roadways (km),Unpaved Roadways (km),Military expenditures (% of GDP)
Timor-Leste,TLS,https://www.cia.gov/the-world-factbook/countries/timor-leste/,6648000000.0,1476042,2.1,117472000.0,308020000.0,1038999999.9999999,,706.0,350.0,14874.0,39.05,56.61,4.34,90.3,59.4,8.9,11.2,20.3,19.6,21.1,30.4,5.6,-3.8,32.5,3.31,1.07,1.06,0.96,0.93,0.99,23,204,32.9,36.1,29.5,70.2,68.6,72,4.09,1.98,26.1,98,82.5,87.4,2,17.5,12.6,9.9,0.76,nan,88.7,56.1,66.3,11.3,43.9,33.7,3.8,0.41,0.27,0.09,0.05,0,39.2,67.6,10.8,31.9,55.9,2.6,14.9,4.2,68.1,71.9,64.2,nan,nan,nan,13.8,11.4,16.8,49.1,25.1,25.8,0.13,0,20.47,0.5,4.74,63875 tons,100000000.0,2000000.0,1070000000.0000001,8220000000.000001,5.29,5000,2775000000.0,0.96,9.1,56.7,34.4,33,30,10.6,0,78.4,-52,5.65,569700,41,13,45.1,5.07,41.8,28.7,4,27,879000000.0,1396000000.0,-75.7,3.8,22.86,1022000000.0,934781000.0,311500000.0,nan,100,nan,nan,284000 kW,-103000000.0,0 kWh,0 kWh,103000000.0,100,0,0,0,0,0,0,0,0 metric tons,0 metric tons,0 metric tons,0 metric tons,0 metric tons,14000,3500,32900,0,0,0,3481,5104670000 cubic meters,0 cubic meters,5104670000 cubic meters,0 cubic meters,0 cubic meters,538000 metric tonnes of CO2,0 metric tonnes of CO2,538000 metric tonnes of CO2,0 metric tonnes of CO2,5740000.0,(2021,100,39,0.01,2,2,nan,nan,6,2,4,8,6040 km,2600 km,3440 km,1.8
Togo,TGO,https://www.cia.gov/the-world-factbook/countries/togo/,18369000000.0,8703961,2.45,1703000000.0,184852000.0,2329000000.0,236.0,56.0,70.0,56785.0,38.98,56.76,4.26,76.5,71,5.5,18.3,20.5,19.8,21.3,31.4,5.2,-1.8,44.5,3.6,1.03,1.03,0.96,0.71,0.97,25,399,39.8,44.4,35,71.7,69.1,74.4,4.18,2.06,23.9,93.8,60.3,74.6,6.2,39.7,25.4,6,0.08,0.7,81.9,18.3,45.5,18.1,81.7,54.5,8.4,1.4,0.78,0.09,0.2,0.33,6.8,12.3,1.2,15.2,62,6.4,24.8,4,66.5,80,55.1,13,14,12,9.7,12.3,7.7,4.9,67.4,27.7,3.96,0,35.66,3,3.06,1109030 tons,140000000.0,10000000.0,80000000.0,14700000000.0,5.26,2100,5232000000.0,1.83,28.8,21.8,49.8,84.5,11.4,23.4,-1.4,43.1,-61,5.32,2965000.0,65,5,30,4,55.1,42.4,3.3,27.1,1275000000.0,1158000000.0,-3.8,75.7,13.16,-20738000.0,77800000.0,1442000000.0,554.531,55.7,24.6,96.3,210000 kW,1180140000 kWh,118000000.0,963000000.0,210000000.0,82.2,0,17.2,0,0.6,0,0,0,0 metric tons,46000 metric tons,0 metric tons,46000 metric tons,0 metric tons,0,10000,0,0,0,0,13100,0 cubic meters,0 cubic meters,0 cubic meters,44797000.0,0 cubic meters,2244000.0,706000 metric tonnes of CO2,1451000.0,87000 metric tonnes of CO2,4113000.0000000005,(2021,72,35,0.6,1,8,566295,10890000.0,8,2,6,nan,9951 km,1794 km,8157 km,2.1
Tokelau,TKL,https://www.cia.gov/the-world-factbook/countries/tokelau/,7711583,1647,-0.01,103000,,15792720,,101.0,0.0,12.0,nan,nan,nan,60.4,47,13.4,7.5,nan,nan,nan,nan,(2021,-3.84,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(2021,nan,nan,0,99.7,99.7,0,0.3,0.3,nan,nan,nan,100,100,,0,0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52,0.4,10.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,60,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,0 cubic meters,nan,6004,12658000.0,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1100,nan,nan,nan,2,nan,nan,nan,nan,24324473,11666542,nan,nan,nan,nan,nan,nan,1.543,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,nan,58.3,nan,nan,,nan,nan,nan,nan,nan,nan,10 km,nan,nan,nan
Tonga,TON,https://www.cia.gov/the-world-factbook/countries/tonga/,651247000.0,105221,-0.3,112482000.0,4214000.0,327395000.0,,419.0,0.0,747.0,29.92,62.79,7.29,68.6,58.5,10.5,9.5,25.4,25,25.9,20,5,-18.1,23.2,0.99,1.03,1.03,1.02,0.82,1.01,24.9,126,12.1,13.1,11.1,77.8,76.1,79.5,2.7,1.33,29.3,99.8,99.6,99.6,0.2,0.4,0.4,5.3,0.95,nan,99.4,98.8,98.9,0.6,1.2,1.1,48.2,0.31,0.03,0.17,0.11,0,31,46.7,15.3,0.8,54.9,0.4,10.1,6.6,99.4,99.4,99.5,16,15,17,11.1,7.5,16.3,12.5,43.1,44.4,0.03,0,7.52,0.13,0.12,17238 tons,nan,nan,nan,0 cubic meters,-2.67,6100,455000000.0,5.64,19.9,20.3,59.8,99.4,21.9,24.1,0,22.8,-68.5,1.23,32000,2006,27.5,2006,3.97,22.5,37.6,nan,nan,212000000.0,196000000.0,0,49.41,39.8,-19188000.0,361812000.0,189900000.0,2.265,100,nan,nan,26000 kW,54448000.0,0 kWh,0 kWh,5900000.0,100,0,0,0,0,0,0,0,0 metric tons,0 metric tons,0 metric tons,0 metric tons,0 metric tons,0,1200,0,0,0,0,910,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,171000 metric tonnes of CO2,0 metric tonnes of CO2,171000 metric tonnes of CO2,0 metric tonnes of CO2,22841000.0,10,61,67,5,1,1,nan,nan,6,1,5,nan,680 km,184 km,496 km,1.6
Trinidad and Tobago,TTO,https://www.cia.gov/the-world-factbook/countries/trinidad-and-tobago/,35147000000.0,1407460,0.12,9566000000.0,1356000000.0,7960000000.0,83.0,362.0,70.0,5128.0,19.04,67.4,13.56,43.7,29.3,16.8,7.4,38,37.5,38.4,10.6,8.5,-1,53.4,0.23,1.04,1.04,1.03,0.87,1.01,nan,27,15.4,17.5,13.3,76.2,74.3,78.2,1.63,0.8,nan,100,,,0,,,7.3,4.48,3,99.9,,,0.1,,,18.6,5.81,2.92,0.16,2.65,0.09,nan,nan,nan,nan,48.6,nan,nan,4.1,99,99.2,98.7,nan,nan,nan,12.7,12.8,12.6,44,10.6,45.4,0.05,0,10.26,43.87,1.35,727874 tons,240000000.0,130000000.0,20000000.0,3840000000.0,-1.03,23000,24031000000.0,2.06,0.4,47.8,51.7,78.9,16.4,8.2,0.6,45.4,-48.7,-0.99,702900,3.1,11.5,85.4,4.8,20,nan,nan,nan,4939000000.0,7528000000.0,-8.2,41.8,19.52,2900000000.0,6880000000.0,8238000000.0,6.759,100,nan,nan,2123000.0,8213020000 kWh,0 kWh,0 kWh,424000000.0,99.9,0,0,0,0.1,0,0,0,0 metric tons,1000 metric tons,0 metric tons,1000 metric tons,0 metric tons,81000,35500,22100,64700,134700,106100,0,30886691000 cubic meters,16247415000 cubic meters,14662269000 cubic meters,0 cubic meters,298063000000.0,39652000.0,10000 metric tonnes of CO2,4631000.0,35011000.0,nan,22,130,79,27,1,19,2525130,41140000.0,4,2,2,nan,nan,nan,nan,1.1
Tunisia,TUN,https://www.cia.gov/the-world-factbook/countries/tunisia/,127509000000.0,11976182,0.63,19175000000.0,3391000000.0,23546000000.0,246.0,1148.0,3920.0,163610.0,24.77,65.26,9.98,50.9,36.3,13.3,7.5,34,33.2,34.7,14.1,6.4,-1.3,70.5,1.34,1.06,1.06,0.97,0.9,0.98,nan,37,11.6,13,10.1,77.1,75.4,78.8,1.96,0.95,50.7,100,97.3,99.2,0,2.7,0.8,6.3,1.3,2.2,98.8,99.4,99,1.2,0.6,1,26.9,1.51,0.99,0.32,0.17,0.03,24.6,47.2,2,1.6,53.9,1.5,nan,7.3,82.7,89.1,82.7,15,14,16,38.3,37.1,41.2,6.6,64.8,28.6,0.21,0,26.52,29.94,7.89,2700000.0,820000000.0,60000000.0,2710000000.0,4620000000.0,4.32,10400,38884000000.0,5.71,10.1,26.2,63.8,71.7,20.8,19.4,0,43.2,-55.2,8.6,4226000.0,14.8,33.2,51.7,16.82,15.2,32.8,2.6,27,10866000000.0,12375000000.0,-5.8,70.3,24.7,-2781000000.0,8846000000.0,35911000000.0,2.794,99.9,99.6,100,5777000.0,16737180000 kWh,631000000.0,472000000.0,3641000000.0,95.9,0,0.3,2.6,1.3,0,0,0,0 metric tons,5000 metric tons,0 metric tons,5000 metric tons,0 metric tons,42500,107700,29400,10200,27770,13660,85340,1025974000 cubic meters,5279951000 cubic meters,0 cubic meters,4305994000 cubic meters,65129000000.00001,23692000.0,16000 metric tonnes of CO2,12982000.0,10694000.0,35620000.0,14,130,79,11,7,53,4274199,13230000.0,29,15,14,nan,nan,20000 km,nan,2.7
Turkey (Turkiye),TUR,https://www.cia.gov/the-world-factbook/countries/turkey-turkiye/,2668000000000.0,83593483,0.64,244941000000.0,35537000000.0,227638000000.0,1132.0,7200.0,52150.0,783562.0,22.12,68.58,9.31,49.1,34.5,12.3,8.1,33.6,33,34.1,14,6.1,-1.5,77.5,1.11,1.05,1.05,1.03,0.82,1.01,26.6,17,18.9,20.5,17.2,76.5,74.1,78.9,1.91,0.93,69.8,99.1,98.7,99,0.9,1.3,1,4.6,1.93,2.9,99.8,98.7,99.6,0.2,1.3,0.4,32.1,1.18,0.67,0.16,0.35,0,30.7,42.1,19.2,1.5,65.4,2,14.7,3.4,96.7,99.1,94.4,18,19,18,24.3,21.4,29.9,14.9,49.7,35.4,0.08,0.05,23.25,372.72,57.53,31283000.0,6910000000.0,1030000000.0,54270000000.0,211600000000.0,11.35,31500,760028000000.0,19.6,6.8,32.3,60.7,59.1,14.5,29.8,1.1,24.9,-29.4,12.46,32554000.000000004,18.4,26.6,54.9,13.39,14.4,41.9,2.1,30.3,210536000000.0,249268000000.0,-1.5,41.97,17.64,-13693000000.0,109535000000.0,438677000000.0,8.85,100,nan,nan,96846000.0,263952000000.0,2484000000.0,1888000000.0,29275000000.0,56.2,0,26.3,8.4,3.8,3.4,0.4,1.5,78871000.0,108271000.0,54000 metric tons,40919000.0,11525000000.0,70300,987300,0,423500,657900,141600,560000,469464000.0,44605473000 cubic meters,759372000.0,45091248000 cubic meters,3794000000.0,391792000.0,172298000.0,133586999.99999999,85907000.0,79126000.0,15,100,81,20,11,618,115595495,5949210000,98,91,7,20,67333 km,24082 km,43251 km,1.3
Turkmenistan,TKM,https://www.cia.gov/the-world-factbook/countries/turkmenistan/,92331000000.0,5690818,0.95,7458000000.0,7207000000.0,4571000000.0,230.0,0.0,19950.0,488100.0,24.63,68.82,6.55,56.6,48.9,7.7,13,30.7,30.2,31.2,17.2,6,-1.7,54,2.23,1.05,1.03,0.99,0.78,0.98,24.2,5,36.7,44.7,28.4,72.1,69.1,75.3,2.03,0.99,49.7,100,100,100,0,0,0,5.7,2.23,4,99.8,99.9,99.8,0.2,0.1,0.2,18.6,2.88,0.65,1.25,0.98,0,5.5,10.6,0.4,3.1,64.3,0.2,6.1,3.1,99.7,99.8,99.6,13,13,13,11,13.4,7.6,8.8,72,19.2,0,0,26.41,70.63,52.09,500000 tons,450000000.0,810000000.0,16120000000.000002,24770000000.0,6.3,15000,40819000000.0,8,7.5,44.9,47.7,50,10,28.2,0,26.2,-14.3,1,1998000.0,48.2,14,37.8,5.08,0.2,40.8,2.6,31.7,5954000000.0,6134000000.0,-2.8,28.8,14.9,-4359000000.0,24910000000.0,539400000.0,4.125,100,nan,nan,5205000.0,15090000000.0,3200000000.0,0 kWh,2892000000.0,100,0,0,0,0,0,0,0,0 metric tons,0 metric tons,0 metric tons,0 metric tons,0 metric tons,235300,153400,59900,0,191100,53780,0,83623000000.0,45399000000.0,38224000000.0,0 cubic meters,11327000000000.0,109037000.0,0 metric tonnes of CO2,19977000.0,89060000.0,330507000.0,13,99,25.3,0.2,1,27,2457474,16920000.0,26,21,5,1,58592 km,47577 km,11015 km,1.9
Turks and Caicos Islands,TCA,https://www.cia.gov/the-world-factbook/countries/turks-and-caicos-islands/,835171000.0,59367,1.81,603000000.0,172709000.0,484842000.0,,389.0,0.0,948.0,20.7,73.24,6.06,36.8,22.9,13.9,7.2,35.9,36.1,35.7,13.2,3.5,8.4,94.2,1.46,1.05,1.04,1.01,0.94,1.01,nan,nan,11.3,14.2,8.3,81,78.3,83.9,1.7,0.83,34.4,94.3,,,5.7,,,nan,nan,nan,88,,,12,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4,59.1,nan,23.3,4.5,nan,nan,nan,9,nan,(2015),nan,nan,nan,36.2,1.1,62.7,0,0,nan,0.22,nan,nan,nan,nan,nan,nan,2.1,18500,1020000000.0,4,0.5,8.9,90.6,49,21.5,16.5,-0.1,69.5,-56.4,5,4848,nan,nan,nan,10,nan,nan,nan,nan,247300000.0,224300000.0,nan,nan,nan,172709000.0,nan,nan,nan,100,nan,nan,85000 kW,231618000.0,0 kWh,0 kWh,12500000.0,100,0,0,0,0,0,0,0,0 metric tons,0 metric tons,0 metric tons,0 metric tons,0 metric tons,0,1600,0,0,0,0,1369,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,245000 metric tonnes of CO2,0 metric tonnes of CO2,245000 metric tonnes of CO2,0 metric tonnes of CO2,0 Btu/person,9,110,93.5,nan,3,22,nan,nan,8,6,2,nan,121 km,24 km,97 km,nan
Tuvalu,TUV,https://www.cia.gov/the-world-factbook/countries/tuvalu/,55169000.0,11639,0.81,10266000.0,20820000.0,65239999.99999999,2.0,24.0,0.0,26.0,29.27,63.3,7.43,60.9,50.9,10,10,27.5,26.5,28.6,22.3,7.9,-6.4,66.2,2.08,1.05,1.05,1.01,0.58,0.98,nan,nan,28.3,31.9,24.5,68.7,66.3,71.3,2.81,1.37,23.7,100,100,100,0,0,0,21.5,1.19,nan,91.8,91,91.5,9.2,9,8.5,51.6,0.93,0.01,0.69,0.22,0,35.6,49.8,21.3,3.1,66.1,nan,1.8,nan,nan,nan,nan,nan,nan,nan,20.6,9.8,45.9,33.3,60,6.7,0,nan,6.81,0.01,0.01,3989 tons,nan,nan,nan,0 cubic meters,2.99,4900,40000000.0,4.1,24.5,5.6,70,nan,87,24.3,nan,43.7,-66.1,-26.1,3615,nan,nan,nan,nan,26.3,39.1,nan,nan,87000000.0,88000000.0,25.6,37,106.7,20820000.0,nan,nan,1.311,99.6,99,100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0 metric tons,0 metric tons,0 metric tons,0 metric tons,nan,nan,nan,nan,nan,0,0,nan,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,0 metric tonnes of CO2,0 metric tonnes of CO2,nan,0 metric tonnes of CO2,0 Btu/person,18,80,49,4,nan,,nan,nan,1,nan,1,nan,8 km,8 km,nan,nan
Uganda,UGA,https://www.cia.gov/the-world-factbook/countries/uganda/,103007000000.0,47729952,3.22,6172000000.0,2508000000.0,9795000000.0,,0.0,105.0,241038.0,47.3,50.31,2.39,88.2,85.1,3.2,31.7,16.1,15.3,16.9,40.3,4.9,-3.2,26.8,5.41,1.03,1.03,0.89,0.74,0.95,19.4,284,29.4,32.8,26,69.3,67.1,71.6,5.26,2.59,50.2,92.5,80,83.1,7.5,20,16.9,4,0.15,0.5,67.3,27.5,37.4,32.7,72.5,62.6,5.3,6.82,0.85,0.01,0.5,5.46,8.4,13,3.7,7.6,58.3,7.3,34,2.7,79,84,74.3,nan,nan,nan,4.3,3.4,5.3,14.5,71.2,14.3,7.32,0,31.31,5.68,30.24,7045050 tons,330000000.0,50000000.0,260000000.0,60100000000.0,3.54,2200,34683000000.0,2.2,28.2,21.1,50.7,74.3,8,23.9,0.3,18.8,-25.1,3.47,16995000.0,71,7,22,2.94,21.4,42.7,2.4,36.1,5088000000.0,6896000000.0,-4.1,44.19,11.39,-3553000000.0,3359000000.0,13850000000.0,3587.052,45.2,35.9,72.2,2397000.0,4207040000 kWh,299200000.0,104200000.0,1157000000.0,1.3,0,86.4,0,1.6,0,0,10.8,0 metric tons,0 metric tons,0 metric tons,0 metric tons,0 metric tons,0,40900,0,0,0,0,31490,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,14158000000.0,5841000.0,0 metric tonnes of CO2,5841000.0,0 metric tonnes of CO2,2943000.0,(2021,66,10,0.1,6,26,21537,nan,47,5,42,nan,20544 km,4257 km,16287 km,2.2
Ukraine,UKR,https://www.cia.gov/the-world-factbook/countries/ukraine/,379893000000.0,43306477,2.33,63556000000.0,3249000000.0,76067000000.0,175.0,2782.0,4350.0,603550.0,15.9,65.95,18.15,48.4,22.6,25.8,3.9,45.3,41.3,50,5.8,19.8,37.3,70.1,-0.27,1.06,1.06,0.94,0.52,1,26.2,17,9,10.1,7.9,69.8,64.5,75.4,1.22,0.59,65.4,99.4,100,99.6,0.6,0,0.4,7.6,2.99,7.5,100,100,100,0,0,0,24.1,5.69,2.44,0.32,2.88,0.05,25.8,40,11.5,nan,61.6,nan,nan,5.4,100,100,100,15,15,15,16.5,16.3,16.7,16.8,71.2,12,0.34,0.42,13.51,202.25,63.37,15242025 tons,2770000000.0,4040000000.0,3060000000.0,175280000000.0,3.4,10700,155082000000.0,9.36,12.2,28.6,60,66.5,20.4,16,4.7,47.9,-55.6,2.57,20463000.0,5.8,26.5,67.8,8.88,1.1,25.6,4.2,21.6,29000000000.0,35750000000.0,-5.5,58.72,19.15,8005000000.000001,30967000000.0,117410000000.0,27.286,100,nan,nan,56816000.0,124533790000 kWh,5139000000.0,2720000000.0,16434000000.000002,37.6,55.9,3.6,1.4,1.2,0,0,0.3,23908000.0,41181000.0,61000 metric tons,17333000.0,34375000000.0,57700,248100,700,6500,63670,1828,167000,19511040000 cubic meters,26413486000 cubic meters,0 cubic meters,10740619000 cubic meters,1104355000000 cubic meters,185686000.0,105929000.0,30365000.0,49392000.0,82571000.0,6,140,79,19,14,126,7854842,75260000.0,215,108,79,9,169694 km,166095 km,3599 km,4
United Arab Emirates,ARE,https://www.cia.gov/the-world-factbook/countries/united-arab-emirates/,653067000000.0,9973449,0.58,335238000000.0,26470000000.0,246886000000.0,149.0,1318.0,898.0,83600.0,16.23,81.77,2,20.3,18.2,2.1,47.3,35.7,37.9,29.9,10.8,1.6,-3.4,87.8,1.5,1.06,1.05,2.52,3.15,2.16,nan,9,5.1,5.6,4.5,79.8,78.4,81.2,1.62,0.79,nan,100,,,0,,,5.5,2.6,1.4,100,,,0,,,31.7,2.03,0.21,0.14,1.65,0.02,nan,nan,nan,nan,72.4,nan,nan,3.9,98.1,98.8,97.2,16,15,17,10.7,7.9,19.9,3.8,4.6,91.6,0,0,41.75,206.32,56.55,5413453 tons,2630000000.0,69000000.0,2320000000.0,150000000.0,3.92,69700,421077000000.0,-2.08,0.9,49.8,49.2,34.9,12.3,23,1.8,100.4,-72.4,2.54,6074000.0,7,15,78,3.36,19.5,26,nan,nan,129741000000.00002,127262000000.0,-0.2,19.7,0.68,26470000000.0,131116999999.99998,237600000000.0,3.673,100,nan,nan,35173000.0,122386000000.0,257000000.0,245000000.0,7011000000.0,95.7,1.3,0,0,3,0,0,0,0 metric tons,2563000.0,2000 metric tons,2565000.0,0 metric tons,3769100,863700,2427200,172900,943500,817700,392000,62889064000 cubic meters,73750936000 cubic meters,7673768000 cubic meters,20041951000 cubic meters,6090887000000 cubic meters,276236000.0,5032000.0,126524000.0,144681000.0,471788000.0,24,190,100,33,10,497,95533069,15962900000,43,25,18,5,4080 km,4080 km,nan,4
United Kingdom,GBR,https://www.cia.gov/the-world-factbook/countries/united-kingdom/,3136000000000.0,68138484,0.49,893100000000.0,80779000000.0,939349000000.0,162.0,12429.0,718.0,243610.0,16.91,64.03,19.06,57.7,27.8,29.8,3.4,40.6,39.9,41.4,10.8,9.1,3.2,84.6,0.8,1.05,1.05,1.02,0.85,0.99,29,10,3.8,4.3,3.3,82.1,80,84.2,1.63,0.79,76.1,100,100,100,0,0,0,12,3,2.5,99.8,99.8,99.8,0.2,0.2,0.2,27.8,9.8,3.53,3.3,2.35,0.61,15.4,17.3,13.5,nan,50.7,nan,0.1,5.5,nan,nan,nan,17,17,18,13.2,14.6,11.8,11.9,71,17.1,0.01,0,9.52,379.02,49.16,31567000.0,6230000000.0,1010000000.0,1180000000.0,147000000000.0,4.1,46800,2827918000000,2.52,0.7,20.2,79.2,65.8,18.3,17.2,0.2,30.2,-31.5,9.12,34637000.0,1.3,15.2,83.5,4.53,18.6,35.1,1.7,31.1,998006000000.0,1362000000000.0,-1.9,195.39,24.73,-62941000000.0,194181000000.0,8722000000000.0,0.727,100,nan,nan,113153000.0,289688000000.0,4481000000.0,22391000000.0,27746000000.0,37.8,15.2,2.6,25.2,4.3,0,0,15,2892000.0,9401000.0,1309000.0,5537000.0,26000000.0,890400,1578100,818200,891700,1.29,613800,907500,32479999999.999996,75700000000.0,6873000000.0,51050178000 cubic meters,180661000000.0,398084000.0,23500000.0,216237000.0,158346000.0,119894000.0,48,120,97,40,20,794,165388610,6198370000,460,271,189,9,394428 km,394428 km,nan,2.1
United States,USA,https://www.cia.gov/the-world-factbook/countries/united-states/,21132000000000.0,339665118,0.68,2546000000000.0,445955000000.0,3106000000000.0,760.0,19924.0,234782.0,9833517.0,18.15,63.72,18.12,53.7,28,25.6,3.9,38.5,37.2,39.8,12.2,8.4,3,83.3,0.96,1.05,1.04,1,0.81,0.97,27,21,5.1,5.5,4.7,80.8,78.5,82.9,1.84,0.9,73.9,99.9,99.7,99.9,0.1,0.3,0.1,18.8,2.61,2.9,99.8,98.9,99.7,0.2,11.1,0.3,36.2,8.93,3.97,1.67,3.29,0,23,28.4,17.5,0.4,51.9,nan,nan,6.1,nan,nan,nan,16,16,17,9.6,10.5,8.6,33.3,44.5,22.2,0.04,0.2,7.18,5006.3,685.74,258000000.0,58390000000.0,209700000000.0,176200000000.0,3070000000000.0,5.95,63700,21433228000000,4.7,0.9,19.1,80,68.4,17.3,17.2,0.1,12.1,-15,3.25,164797000.0,0.7,20.3,37.3,5.46,15.1,41.5,2,30,6429000000000.0,7647000000000.0,-3.4,126.39,9.86,-846354000000.0,716152000000.0,20275951000000,1,100,nan,nan,1143266000 kW,3897886551000 kWh,14134679000 kWh,61448863000 kWh,198085480000 kWh,59.9,19.5,7,8.3,3.2,0.4,0,1.7,495130000.0,441968000.0,63276000.0,4808000.0,228662000000.0,17924200,20542900,2048100,7768500,20.3,5.218,2.175,967144362000 cubic meters,857542658000 cubic meters,188401779000 cubic meters,79512470000 cubic meters,13178780000000 cubic meters,5144361000 metric tonnes of CO2,1077520000 metric tonnes of CO2,2382833000 metric tonnes of CO2,1684008000 metric tonnes of CO2,304414000.0,29,110,92,37,99,"7,249",889022000.0,42985300000,13513,5054,8459,6092,6586610 km,4304715 km,2281895 km,3.5
